loss_val,validation_accuracy_val,epoch,layers,units,activation,batch_size,regularization,optimizer_name,loss_type
0.09307783097028732,0.8810399770736694,4,2,64,relu,128,dropout,rmsprop,mse
0.3603915572166443,0.8786399960517883,4,2,64,relu,128,dropout,rmsprop,binary_crossentropy
0.10409166663885117,0.864080011844635,4,2,64,relu,128,batchnorm,adam,mse
0.4739026129245758,0.8648800253868103,4,2,64,relu,128,batchnorm,adam,binary_crossentropy
0.11361819505691528,0.8557599782943726,4,2,64,relu,128,batchnorm,rmsprop,mse
0.4942519962787628,0.8628000020980835,4,2,64,relu,128,batchnorm,rmsprop,binary_crossentropy
0.100582554936409,0.8691999912261963,4,2,64,relu,512,,adam,mse
0.41742727160453796,0.8656399846076965,4,2,64,relu,512,,adam,binary_crossentropy
0.10331151634454727,0.8630800247192383,4,2,64,relu,512,,rmsprop,mse
0.32085123658180237,0.8777199983596802,4,2,64,relu,512,,rmsprop,binary_crossentropy
0.08670031279325485,0.8837599754333496,4,2,64,relu,512,dropout,adam,mse
0.3139408826828003,0.8829600214958191,4,2,64,relu,512,dropout,adam,binary_crossentropy
0.0851324051618576,0.8858799934387207,4,2,64,relu,512,dropout,rmsprop,mse
0.2949419319629669,0.8872799873352051,4,2,64,relu,512,dropout,rmsprop,binary_crossentropy
0.12161723524332047,0.8302000164985657,4,2,64,relu,512,batchnorm,adam,mse
0.3760913014411926,0.8329200148582458,4,2,64,relu,512,batchnorm,adam,binary_crossentropy
0.14534446597099304,0.7840399742126465,4,2,64,relu,512,batchnorm,rmsprop,mse
0.4176487922668457,0.8128799796104431,4,2,64,relu,512,batchnorm,rmsprop,binary_crossentropy
0.11039041727781296,0.8655200004577637,4,3,16,tanh,128,,adam,mse
0.4099520444869995,0.8611199855804443,4,3,16,tanh,128,,adam,binary_crossentropy
0.10025493055582047,0.8715599775314331,4,3,16,tanh,128,,rmsprop,mse
0.3595755398273468,0.868120014667511,4,3,16,tanh,128,,rmsprop,binary_crossentropy
0.10146522521972656,0.8777599930763245,4,3,16,tanh,128,dropout,adam,mse
0.3588762581348419,0.8741199970245361,4,3,16,tanh,128,dropout,adam,binary_crossentropy
0.10686995834112167,0.8705199956893921,4,3,16,tanh,128,dropout,rmsprop,mse
0.3289225399494171,0.8827599883079529,4,3,16,tanh,128,dropout,rmsprop,binary_crossentropy
0.10698127001523972,0.8598399758338928,4,3,16,tanh,128,batchnorm,adam,mse
0.413875013589859,0.8605599999427795,4,3,16,tanh,128,batchnorm,adam,binary_crossentropy
0.10503296554088593,0.8606399893760681,4,3,16,tanh,128,batchnorm,rmsprop,mse
0.3721069395542145,0.8671600222587585,4,3,16,tanh,128,batchnorm,rmsprop,binary_crossentropy
0.09863046556711197,0.8743199706077576,4,3,16,tanh,512,,adam,mse
0.3899180591106415,0.868120014667511,4,3,16,tanh,512,,adam,binary_crossentropy
